x,y,class
4.398252059156002,2.0720789220616935,1
4.322449945713149,0.46160087866877364,-1
1.110854719004034,1.1268559345427116,-1
0.734304304393254,0.6552735285078687,-1
2.892739916651472,1.455328479533995,-1
0.20603233946381416,4.090792021724449,-1
4.974513195928193,0.26396031054518154,1
3.45573757947627,2.626070023044789,1
3.582901435967612,2.031271053311957,1
0.6134652305169935,4.994486481409993,1
3.1853216617408933,0.31387278578087985,-1
1.7551616659561187,0.9498923007218324,-1
2.4533003698657025,1.7000939682463172,-1
3.8533044564206205,0.0571983544818333,-1
0.6061560373259656,0.024959806309617916,-1
3.2506643442862675,2.1953124571649734,1
3.301021012281486,2.455375376384526,1
4.703657993627935,3.795405020501596,1
0.39634534246955455,2.9193257105860244,-1
4.6310262475642014,4.263869162873303,1
3.25918363804023,2.339593805689847,1
0.5548466928412443,3.15033888483838,-1
2.8873336725556866,4.1318421546117765,1
0.04541288512535269,4.142728557668674,-1
4.1256949280338135,1.4307013175847145,1
4.886146021072401,3.1899260745551676,1
4.412005392112054,1.7853568025893414,1
1.029047211037314,2.2572913440169518,-1
4.249314415683982,1.280424180201702,1
3.9715363293068466,4.890493767276837,1
1.4278779678618085,3.916214542592881,1
3.0930622426415244,1.6726202301018493,-1
4.6509847871371255,4.192431457791163,1
2.6378436348036685,4.899131951671374,1
4.131354988331793,2.050931509365693,1
0.6542599010659345,2.8870168078900855,-1
0.6621616100920796,1.8326112516694875,-1
0.5447195004469491,0.5945382601334231,-1
2.17154363753262,3.245895866839054,1
3.7204176412132406,3.8928856693346034,1
4.94669435837079,4.54014257668536,1
0.7885172278778435,1.55287743596118,-1
1.217136329702953,3.282693732912377,-1
4.41445815247088,2.1586236265059497,1
0.22604172885956175,1.5798293608987595,-1
2.596693433521697,4.712646969295951,1
3.676672441239439,4.531048385614679,1
4.525380075994711,3.445045357657393,1
4.441242133652151,2.202535548041527,1
2.9325160841625837,1.6561755652005394,-1
0.9069894949020424,3.41436081818485,-1
4.876390623978891,2.0356683532765274,1
0.23184109329423608,0.04737051572367146,-1
0.8720949107155163,0.010872894095184105,-1
1.750909375046314,1.3671203036003692,-1
3.4488119211952255,2.3698947535653687,1
1.8498337355519923,3.450520545373062,1
4.088172384655736,2.064382600599337,1
0.47567467929986784,4.9023109543330445,1
1.0939799007497526,4.771028118613256,1
1.8376796342924901,1.1524257100649637,-1
4.261129927627371,2.0814784291030297,1
0.3550557564204143,3.348051323353647,-1
4.507587704943521,3.4772337951224648,1
0.570755461157566,3.126737250814537,-1
0.9416495657866647,3.224472369103611,-1
3.412461614432613,4.9512929054913695,1
1.5697608437040222,0.30720275977800193,-1
1.2939374849340908,4.369981584662162,1
3.419910710854187,2.75236496479532,1
1.83538443145191,2.5201859975093353,-1
1.0670099830756397,2.663727095331536,-1
0.25661342035866674,4.255067974221606,-1
2.414109951162093,0.43896913624928313,-1
2.2849937807093452,3.2875568767432535,1
4.761735817003428,2.0886771039941414,1
4.83392196487763,4.459798601541348,1
0.6656660391100122,3.9826955406733826,-1
0.31193846747709697,3.220264237242148,-1
4.290891897500441,0.1105554819418142,-1
0.533569084729047,0.5993069705276549,-1
3.871967144244474,0.3538784304988435,-1
4.231052682346884,2.448517681760445,1
0.5216767336542721,1.2884776903329347,-1
4.489050117149917,4.544947157541092,1
1.866823749159191,1.501916726383259,-1
2.339595613112197,0.16554988209380117,-1
1.4960003844036547,0.4119287519978482,-1
4.393815768186123,3.478797587164068,1
2.97938113846308,4.06116972563078,1
1.6743151707308768,1.0192787450916558,-1
3.7904006473040157,0.6710602011414241,-1
0.34824687692567247,1.6055471272400106,-1
1.929175271266916,0.7496306804753466,-1
1.1389388784140209,4.9742746668540585,1
0.17134188571951314,4.59480064725884,-1
1.251917021965907,2.9152343170566644,-1
4.65637355916615,1.5235011942503491,1
3.1954862072010286,2.557541534635061,1
0.07107621484305826,1.1851398520166008,-1
2.7380548442333,1.6025734608241131,-1
1.6135713221211312,0.9592353407087711,-1
2.119428683240945,0.768258407085351,-1
3.5264226298750834,4.234829151930588,1
0.37473780839851867,4.9435576720802485,1
1.0030078611209192,2.7975948691029533,-1
0.8624520674376174,0.7987931301551021,-1
2.670402906310515,1.7342976334904003,-1
2.5705871826256335,0.12307791553857805,-1
2.27726249393827,2.295387602560688,-1
1.249079114955574,3.3653176172550485,-1
0.7642541373569067,3.7138453842991606,-1
2.9696543843046936,2.3208638489605966,1
0.42742947174324586,0.5351357466648388,-1
0.4491633104131665,0.7489068523436143,-1
4.919204709700119,0.5820847552039421,1
1.631314004846263,0.8062300951054641,-1
1.3783917270756691,2.1386185249182166,-1
0.8630520740697761,2.879706010314388,-1
3.7046052848064015,2.96560506373646,1
2.1780466059226464,3.7192826692386243,1
4.503314537826986,4.386589047507151,1
0.5163834334085943,2.9566836122616187,-1
4.710190064356625,0.8389960210597203,1
3.1386782527108625,2.202168691317998,1
4.300235560033384,0.23993560084842602,-1
2.194595227315634,4.002586184404596,1
0.3264357356754094,0.52348553272415,-1
0.6560080509033533,4.858012193511179,1
4.843639820548401,2.2637606652846727,1
4.351298976989066,0.19269863540812726,-1
2.9434624975612356,0.9683443099933231,-1
2.260244364899317,4.086154319947651,1
2.610449470862657,1.2668184527555504,-1
4.988663777491251,2.023249121026178,1
0.8367464317210305,0.2783509067851958,-1
0.22649140803233492,3.3725080717404703,-1
2.3257444480578533,4.3488813435624145,1
3.7409964184778914,4.0600050996146555,1
3.2442192587328327,2.123246003973352,1
4.296637813694948,4.213159214583375,1
3.8694887385955696,0.909255615677807,-1
0.3715311241767971,1.5484995769355918,-1
2.2621979002713735,2.295742721655514,-1
4.692964475115709,4.628231241213553,1
2.7887927017499243,1.4309326308475319,-1
0.5310937768010576,0.4785872971225419,-1
2.5210388917282387,1.4012542258080574,-1
1.0324678676458903,2.2062237746313174,-1
